SznWkPlPos,SznPlPos,PlPos,SznLgTrf,LgTrf,Season,Week,Player,Pos,NFL,TrfLg,TrfTm
2026_1_TylerShough_QB,2026_TylerShough_QB,TylerShough_QB,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Tyler Shough,QB,NO,TRUFFLE,NN
2026_1_MalikNabers_WR,2026_MalikNabers_WR,MalikNabers_WR,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Malik Nabers,WR,NYG,TRUFFLE,NN
2026_1_BrianRobinson_RB,2026_BrianRobinson_RB,BrianRobinson_RB,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Brian Robinson,RB,ATL,TRUFFLE,NN
2026_1_XavierWorthy_WR,2026_XavierWorthy_WR,XavierWorthy_WR,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Xavier Worthy,WR,KC,TRUFFLE,NN
2026_1_JKDobbins_RB,2026_JKDobbins_RB,JKDobbins_RB,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,JK Dobbins,RB,DEN,TRUFFLE,NN
2026_1_MichaelWilson_WR,2026_MichaelWilson_WR,MichaelWilson_WR,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Michael Wilson,WR,ARI,TRUFFLE,NN
2026_1_TylerAllgeier_RB,2026_TylerAllgeier_RB,TylerAllgeier_RB,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Tyler Allgeier,RB,ARI,TRUFFLE,NN
2026_1_BreeceHall_RB,2026_BreeceHall_RB,BreeceHall_RB,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Breece Hall,RB,NYJ,TRUFFLE,NN
2026_1_QuinshonJudkins_RB,2026_QuinshonJudkins_RB,QuinshonJudkins_RB,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Quinshon Judkins,RB,CLE,TRUFFLE,NN
2026_1_ChrisBell_WR,2026_ChrisBell_WR,ChrisBell_WR,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Chris Bell,WR,MIA,TRUFFLE,NN
2026_1_ChrisBrazzell_WR,2026_ChrisBrazzell_WR,ChrisBrazzell_WR,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Chris Brazzell,WR,CAR,TRUFFLE,NN
2026_1_JakeFerguson_TE,2026_JakeFerguson_TE,JakeFerguson_TE,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Jake Ferguson,TE,DAL,TRUFFLE,NN
2026_1_Vikings_DST,2026_Vikings_DST,Vikings_DST,2026_TRUFFLE_NN,TRUFFLE_NN,2026.0,1.0,Vikings,DST,MIN,TRUFFLE,NN
2026_1_GarrettWilson_WR,2026_GarrettWilson_WR,GarrettWilson_WR,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Garrett Wilson,WR,NYJ,TRUFFLE,MAM
2026_1_CalebWilliams_QB,2026_CalebWilliams_QB,CalebWilliams_QB,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Caleb Williams,QB,CHI,TRUFFLE,MAM
2026_1_JerryJeudy_WR,2026_JerryJeudy_WR,JerryJeudy_WR,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Jerry Jeudy,WR,CLE,TRUFFLE,MAM
2026_1_DariusSlayton_WR,2026_DariusSlayton_WR,DariusSlayton_WR,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Darius Slayton,WR,NYG,TRUFFLE,MAM
2026_1_BrandonAiyukDeadCap_WR,2026_BrandonAiyukDeadCap_WR,BrandonAiyukDeadCap_WR,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Brandon Aiyuk Dead Cap,WR,SF,TRUFFLE,MAM
2026_1_EmmettJohnson_RB,2026_EmmettJohnson_RB,EmmettJohnson_RB,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Emmett Johnson,RB,KC,TRUFFLE,MAM
2026_1_ElijahSarratt_WR,2026_ElijahSarratt_WR,ElijahSarratt_WR,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Elijah Sarratt,WR,BAL,TRUFFLE,MAM
2026_1_ColbyParkinson_TE,2026_ColbyParkinson_TE,ColbyParkinson_TE,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Colby Parkinson,TE,LAR,TRUFFLE,MAM
2026_1_RasheeRice_WR,2026_RasheeRice_WR,RasheeRice_WR,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Rashee Rice,WR,KC,TRUFFLE,MAM
2026_1_BhayshulTuten_RB,2026_BhayshulTuten_RB,BhayshulTuten_RB,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Bhayshul Tuten,RB,JAC,TRUFFLE,MAM
2026_1_KCConcepcion_WR,2026_KCConcepcion_WR,KCConcepcion_WR,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,KC Concepcion,WR,CLE,TRUFFLE,MAM
2026_1_RJHarvey_RB,2026_RJHarvey_RB,RJHarvey_RB,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,RJ Harvey,RB,DEN,TRUFFLE,MAM
2026_1_JustinHerbert_QB,2026_JustinHerbert_QB,JustinHerbert_QB,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Justin Herbert,QB,LAC,TRUFFLE,MAM
2026_1_Rams_DST,2026_Rams_DST,Rams_DST,2026_TRUFFLE_MAM,TRUFFLE_MAM,2026.0,1.0,Rams,DST,LAR,TRUFFLE,MAM
2026_1_MichaelPittman_WR,2026_MichaelPittman_WR,MichaelPittman_WR,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Michael Pittman,WR,PIT,KERFUFFLE,LBC
2026_1_De'ZhaunStribling_WR,2026_De'ZhaunStribling_WR,De'ZhaunStribling_WR,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,De'Zhaun Stribling,WR,SF,KERFUFFLE,LBC
2026_1_TravisEtienne_RB,2026_TravisEtienne_RB,TravisEtienne_RB,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Travis Etienne,RB,NO,KERFUFFLE,LBC
2026_1_CJStroud_QB,2026_CJStroud_QB,CJStroud_QB,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,CJ Stroud,QB,HOU,KERFUFFLE,LBC
2026_1_EliRaridon_TE,2026_EliRaridon_TE,EliRaridon_TE,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Eli Raridon,TE,NE,KERFUFFLE,LBC
2026_1_JerryJeudy_WR,2026_JerryJeudy_WR,JerryJeudy_WR,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Jerry Jeudy,WR,CLE,KERFUFFLE,LBC
2026_1_BoNix_QB,2026_BoNix_QB,BoNix_QB,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Bo Nix,QB,DEN,KERFUFFLE,LBC
2026_1_KyleWilliams_WR,2026_KyleWilliams_WR,KyleWilliams_WR,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Kyle Williams,WR,NE,KERFUFFLE,LBC
2026_1_JaxonSmith-Njigba_WR,2026_JaxonSmith-Njigba_WR,JaxonSmith-Njigba_WR,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Jaxon Smith-Njigba,WR,SEA,KERFUFFLE,LBC
2026_1_AntonioWilliams_WR,2026_AntonioWilliams_WR,AntonioWilliams_WR,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Antonio Williams,WR,WAS,KERFUFFLE,LBC
2026_1_TreyMcBride_TE,2026_TreyMcBride_TE,TreyMcBride_TE,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Trey McBride,TE,ARI,KERFUFFLE,LBC
2026_1_DrakeLondon_WR,2026_DrakeLondon_WR,DrakeLondon_WR,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Drake London,WR,ATL,KERFUFFLE,LBC
2026_1_MichaelWilsonDeadCap_WR,2026_MichaelWilsonDeadCap_WR,MichaelWilsonDeadCap_WR,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Michael Wilson Dead Cap,WR,ARI,KERFUFFLE,LBC
2026_1_RJHarvey_RB,2026_RJHarvey_RB,RJHarvey_RB,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,RJ Harvey,RB,DEN,KERFUFFLE,LBC
2026_1_BrockBowers_TE,2026_BrockBowers_TE,BrockBowers_TE,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Brock Bowers,TE,LV,KERFUFFLE,LBC
2026_1_JackBech_WR,2026_JackBech_WR,JackBech_WR,2026_KERFUFFLE_LBC,KERFUFFLE_LBC,2026.0,1.0,Jack Bech,WR,LV,KERFUFFLE,LBC
2026_1_ChristianMcCaffrey_RB,2026_ChristianMcCaffrey_RB,ChristianMcCaffrey_RB,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Christian McCaffrey,RB,SF,KERFUFFLE,RR
2026_1_DavanteAdams_WR,2026_DavanteAdams_WR,DavanteAdams_WR,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Davante Adams,WR,LAR,KERFUFFLE,RR
2026_1_TylerWarren_TE,2026_TylerWarren_TE,TylerWarren_TE,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Tyler Warren,TE,IND,KERFUFFLE,RR
2026_1_TylerShough_QB,2026_TylerShough_QB,TylerShough_QB,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Tyler Shough,QB,NO,KERFUFFLE,RR
2026_1_BakerMayfield_QB,2026_BakerMayfield_QB,BakerMayfield_QB,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Baker Mayfield,QB,TB,KERFUFFLE,RR
2026_1_GeorgePickens_WR,2026_GeorgePickens_WR,GeorgePickens_WR,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,George Pickens,WR,DAL,KERFUFFLE,RR
2026_1_MichaelPenix_QB,2026_MichaelPenix_QB,MichaelPenix_QB,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Michael Penix,QB,ATL,KERFUFFLE,RR
2026_1_TyreekHill_WR,2026_TyreekHill_WR,TyreekHill_WR,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Tyreek Hill,WR,MIA,KERFUFFLE,RR
2026_1_JalenMcMillan_WR,2026_JalenMcMillan_WR,JalenMcMillan_WR,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Jalen McMillan,WR,TB,KERFUFFLE,RR
2026_1_BryceLance_WR,2026_BryceLance_WR,BryceLance_WR,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Bryce Lance,WR,NO,KERFUFFLE,RR
2026_1_MichaelCarter_RB,2026_MichaelCarter_RB,MichaelCarter_RB,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Michael Carter,RB,TEN,KERFUFFLE,RR
2026_1_KylePitts_TE,2026_KylePitts_TE,KylePitts_TE,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Kyle Pitts,TE,ATL,KERFUFFLE,RR
2026_1_BreeceHall_RB,2026_BreeceHall_RB,BreeceHall_RB,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Breece Hall,RB,NYJ,KERFUFFLE,RR
2026_1_ZachariahBranch_WR,2026_ZachariahBranch_WR,ZachariahBranch_WR,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Zachariah Branch,WR,ATL,KERFUFFLE,RR
2026_1_MichaelWilson_WR,2026_MichaelWilson_WR,MichaelWilson_WR,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Michael Wilson,WR,ARI,KERFUFFLE,RR
2026_1_OrondeGadsden_TE,2026_OrondeGadsden_TE,OrondeGadsden_TE,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Oronde Gadsden,TE,LAC,KERFUFFLE,RR
2026_1_WoodyMarks_RB,2026_WoodyMarks_RB,WoodyMarks_RB,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Woody Marks,RB,HOU,KERFUFFLE,RR
2026_1_Patriots_DST,2026_Patriots_DST,Patriots_DST,2026_KERFUFFLE_RR,KERFUFFLE_RR,2026.0,1.0,Patriots,DST,NE,KERFUFFLE,RR
2026_1_JordanAddison_WR,2026_JordanAddison_WR,JordanAddison_WR,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Jordan Addison,WR,MIN,KERFUFFLE,PP
2026_1_RasheeRice_WR,2026_RasheeRice_WR,RasheeRice_WR,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Rashee Rice,WR,KC,KERFUFFLE,PP
2026_1_DenzelBoston_WR,2026_DenzelBoston_WR,DenzelBoston_WR,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Denzel Boston,WR,CLE,KERFUFFLE,PP
2026_1_EmanuelWilson_RB,2026_EmanuelWilson_RB,EmanuelWilson_RB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Emanuel Wilson,RB,SEA,KERFUFFLE,PP
2026_1_JoshJacobs_RB,2026_JoshJacobs_RB,JoshJacobs_RB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Josh Jacobs,RB,GB,KERFUFFLE,PP
2026_1_IsaiahLikely_TE,2026_IsaiahLikely_TE,IsaiahLikely_TE,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Isaiah Likely,TE,NYG,KERFUFFLE,PP
2026_1_OmarionHampton_RB,2026_OmarionHampton_RB,OmarionHampton_RB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Omarion Hampton,RB,LAC,KERFUFFLE,PP
2026_1_KaytronAllen_RB,2026_KaytronAllen_RB,KaytronAllen_RB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Kaytron Allen,RB,WAS,KERFUFFLE,PP
2026_1_JalenMilroe_QB,2026_JalenMilroe_QB,JalenMilroe_QB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Jalen Milroe,QB,SEA,KERFUFFLE,PP
2026_1_JustinHerbert_QB,2026_JustinHerbert_QB,JustinHerbert_QB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Justin Herbert,QB,LAC,KERFUFFLE,PP
2026_1_JaydonBlue_RB,2026_JaydonBlue_RB,JaydonBlue_RB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Jaydon Blue,RB,DAL,KERFUFFLE,PP
2026_1_RileyLeonard_QB,2026_RileyLeonard_QB,RileyLeonard_QB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Riley Leonard,QB,IND,KERFUFFLE,PP
2026_1_MakaiLemon_WR,2026_MakaiLemon_WR,MakaiLemon_WR,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Makai Lemon,WR,PHI,KERFUFFLE,PP
2026_1_CourtlandSutton_WR,2026_CourtlandSutton_WR,CourtlandSutton_WR,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Courtland Sutton,WR,DEN,KERFUFFLE,PP
2026_1_JaydenHiggins_WR,2026_JaydenHiggins_WR,JaydenHiggins_WR,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Jayden Higgins,WR,HOU,KERFUFFLE,PP
2026_1_TravisKelce_TE,2026_TravisKelce_TE,TravisKelce_TE,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Travis Kelce,TE,KC,KERFUFFLE,PP
2026_1_MarShawnLloyd_RB,2026_MarShawnLloyd_RB,MarShawnLloyd_RB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,MarShawn Lloyd,RB,GB,KERFUFFLE,PP
2026_1_CalvinRidley_WR,2026_CalvinRidley_WR,CalvinRidley_WR,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Calvin Ridley,WR,TEN,KERFUFFLE,PP
2026_1_JJMcCarthy_QB,2026_JJMcCarthy_QB,JJMcCarthy_QB,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,JJ McCarthy,QB,MIN,KERFUFFLE,PP
2026_1_Cowboys_DST,2026_Cowboys_DST,Cowboys_DST,2026_KERFUFFLE_PP,KERFUFFLE_PP,2026.0,1.0,Cowboys,DST,DAL,KERFUFFLE,PP
2026_1_AJBrown_WR,2026_AJBrown_WR,AJBrown_WR,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,AJ Brown,WR,NE,KERFUFFLE,PCP
2026_1_TreyBenson_RB,2026_TreyBenson_RB,TreyBenson_RB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Trey Benson,RB,ARI,KERFUFFLE,PCP
2026_1_DevinNeal_RB,2026_DevinNeal_RB,DevinNeal_RB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Devin Neal,RB,NO,KERFUFFLE,PCP
2026_1_KennethWalker_RB,2026_KennethWalker_RB,KennethWalker_RB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Kenneth Walker,RB,KC,KERFUFFLE,PCP
2026_1_TJHockenson_TE,2026_TJHockenson_TE,TJHockenson_TE,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,TJ Hockenson,TE,MIN,KERFUFFLE,PCP
2026_1_ShedeurSanders_QB,2026_ShedeurSanders_QB,ShedeurSanders_QB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Shedeur Sanders,QB,CLE,KERFUFFLE,PCP
2026_1_RomeoDoubs_WR,2026_RomeoDoubs_WR,RomeoDoubs_WR,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Romeo Doubs,WR,NE,KERFUFFLE,PCP
2026_1_CeeDeeLamb_WR,2026_CeeDeeLamb_WR,CeeDeeLamb_WR,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,CeeDee Lamb,WR,DAL,KERFUFFLE,PCP
2026_1_FernandoMendoza_QB,2026_FernandoMendoza_QB,FernandoMendoza_QB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Fernando Mendoza,QB,LV,KERFUFFLE,PCP
2026_1_DJGiddens_RB,2026_DJGiddens_RB,DJGiddens_RB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,DJ Giddens,RB,IND,KERFUFFLE,PCP
2026_1_TuaTagovailoa_QB,2026_TuaTagovailoa_QB,TuaTagovailoa_QB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Tua Tagovailoa,QB,ATL,KERFUFFLE,PCP
2026_1_AshtonJeanty_RB,2026_AshtonJeanty_RB,AshtonJeanty_RB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Ashton Jeanty,RB,LV,KERFUFFLE,PCP
2026_1_BraelonAllen_RB,2026_BraelonAllen_RB,BraelonAllen_RB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Braelon Allen,RB,NYJ,KERFUFFLE,PCP
2026_1_DanielJones_QB,2026_DanielJones_QB,DanielJones_QB,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Daniel Jones,QB,IND,KERFUFFLE,PCP
2026_1_GarrettWilson_WR,2026_GarrettWilson_WR,GarrettWilson_WR,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Garrett Wilson,WR,NYJ,KERFUFFLE,PCP
2026_1_ChrisBrazzell_WR,2026_ChrisBrazzell_WR,ChrisBrazzell_WR,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Chris Brazzell,WR,CAR,KERFUFFLE,PCP
2026_1_KenyonSadiq_TE,2026_KenyonSadiq_TE,KenyonSadiq_TE,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Kenyon Sadiq,TE,NYJ,KERFUFFLE,PCP
2026_1_ChrisBell_WR,2026_ChrisBell_WR,ChrisBell_WR,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Chris Bell,WR,MIA,KERFUFFLE,PCP
2026_1_KeonColeman_WR,2026_KeonColeman_WR,KeonColeman_WR,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Keon Coleman,WR,BUF,KERFUFFLE,PCP
2026_1_Ravens_DST,2026_Ravens_DST,Ravens_DST,2026_KERFUFFLE_PCP,KERFUFFLE_PCP,2026.0,1.0,Ravens,DST,BAL,KERFUFFLE,PCP
2026_1_MalikWillis_QB,2026_MalikWillis_QB,MalikWillis_QB,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Malik Willis,QB,MIA,KERFUFFLE,ABT
2026_1_ChrisOlave_WR,2026_ChrisOlave_WR,ChrisOlave_WR,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Chris Olave,WR,NO,KERFUFFLE,ABT
2026_1_CalebWilliams_QB,2026_CalebWilliams_QB,CalebWilliams_QB,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Caleb Williams,QB,CHI,KERFUFFLE,ABT
2026_1_SaquonBarkley_RB,2026_SaquonBarkley_RB,SaquonBarkley_RB,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Saquon Barkley,RB,PHI,KERFUFFLE,ABT
2026_1_KeatonMitchell_RB,2026_KeatonMitchell_RB,KeatonMitchell_RB,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Keaton Mitchell,RB,LAC,KERFUFFLE,ABT
2026_1_ElijahSarratt_WR,2026_ElijahSarratt_WR,ElijahSarratt_WR,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Elijah Sarratt,WR,BAL,KERFUFFLE,ABT
2026_1_EliStowers_TE,2026_EliStowers_TE,EliStowers_TE,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Eli Stowers,TE,PHI,KERFUFFLE,ABT
2026_1_ColstonLoveland_TE,2026_ColstonLoveland_TE,ColstonLoveland_TE,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Colston Loveland,TE,CHI,KERFUFFLE,ABT
2026_1_PukaNacua_WR,2026_PukaNacua_WR,PukaNacua_WR,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Puka Nacua,WR,LAR,KERFUFFLE,ABT
2026_1_TreTucker_WR,2026_TreTucker_WR,TreTucker_WR,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Tre Tucker,WR,LV,KERFUFFLE,ABT
2026_1_JoshDowns_WR,2026_JoshDowns_WR,JoshDowns_WR,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Josh Downs,WR,IND,KERFUFFLE,ABT
2026_1_ParkerWashington_WR,2026_ParkerWashington_WR,ParkerWashington_WR,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Parker Washington,WR,JAC,KERFUFFLE,ABT
2026_1_TylerAllgeier_RB,2026_TylerAllgeier_RB,TylerAllgeier_RB,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Tyler Allgeier,RB,ARI,KERFUFFLE,ABT
2026_1_DJMoore_WR,2026_DJMoore_WR,DJMoore_WR,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,DJ Moore,WR,BUF,KERFUFFLE,ABT
2026_1_KCConcepcion_WR,2026_KCConcepcion_WR,KCConcepcion_WR,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,KC Concepcion,WR,CLE,KERFUFFLE,ABT
2026_1_JonahColeman_RB,2026_JonahColeman_RB,JonahColeman_RB,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Jonah Coleman,RB,DEN,KERFUFFLE,ABT
2026_1_ChaseBrown_RB,2026_ChaseBrown_RB,ChaseBrown_RB,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Chase Brown,RB,CIN,KERFUFFLE,ABT
2026_1_JonathonBrooks_RB,2026_JonathonBrooks_RB,JonathonBrooks_RB,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Jonathon Brooks,RB,CAR,KERFUFFLE,ABT
2026_1_Rams_DST,2026_Rams_DST,Rams_DST,2026_KERFUFFLE_ABT,KERFUFFLE_ABT,2026.0,1.0,Rams,DST,LAR,KERFUFFLE,ABT
2026_1_TerranceFerguson_TE,2026_TerranceFerguson_TE,TerranceFerguson_TE,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Terrance Ferguson,TE,LAR,KERFUFFLE,CLC
2026_1_DeVontaSmith_WR,2026_DeVontaSmith_WR,DeVontaSmith_WR,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,DeVonta Smith,WR,PHI,KERFUFFLE,CLC
2026_1_CamWard_QB,2026_CamWard_QB,CamWard_QB,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Cam Ward,QB,TEN,KERFUFFLE,CLC
2026_1_ZavionThomas_WR,2026_ZavionThomas_WR,ZavionThomas_WR,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Zavion Thomas,WR,CHI,KERFUFFLE,CLC
2026_1_JordanLove_QB,2026_JordanLove_QB,JordanLove_QB,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Jordan Love,QB,GB,KERFUFFLE,CLC
2026_1_RomeOdunze_WR,2026_RomeOdunze_WR,RomeOdunze_WR,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Rome Odunze,WR,CHI,KERFUFFLE,CLC
2026_1_NicoCollins_WR,2026_NicoCollins_WR,NicoCollins_WR,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Nico Collins,WR,HOU,KERFUFFLE,CLC
2026_1_JeremiyahLove_RB,2026_JeremiyahLove_RB,JeremiyahLove_RB,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Jeremiyah Love,RB,ARI,KERFUFFLE,CLC
2026_1_JaylenWaddle_WR,2026_JaylenWaddle_WR,JaylenWaddle_WR,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Jaylen Waddle,WR,DEN,KERFUFFLE,CLC
2026_1_RickyPearsall_WR,2026_RickyPearsall_WR,RickyPearsall_WR,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Ricky Pearsall,WR,SF,KERFUFFLE,CLC
2026_1_JacobyBrissett_QB,2026_JacobyBrissett_QB,JacobyBrissett_QB,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Jacoby Brissett,QB,ARI,KERFUFFLE,CLC
2026_1_KaelonBlack_RB,2026_KaelonBlack_RB,KaelonBlack_RB,2026_KERFUFFLE_CLC,KERFUFFLE_CLC,2026.0,1.0,Kaelon Black,RB,SF,KERFUFFLE,CLC
